#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NPM1	NUPL2	4437352	4434651	9606.ENSP00000296930	9606.ENSP00000258742	0	0	0	0	0.088	0	0.900	0	0.904
RAP1B	CMTM6	4434137	4432815	9606.ENSP00000250559	9606.ENSP00000205636	0	0	0	0	0.085	0	0.900	0	0.904
FAF1	CFLAR	4446511	4438789	9606.ENSP00000379457	9606.ENSP00000312455	0	0	0	0	0	0	0.900	0.083	0.904
STAT4	RAP1B	4446006	4434137	9606.ENSP00000376134	9606.ENSP00000250559	0	0	0	0	0	0.069	0.900	0.053	0.904
TSC1	CCT7	4437501	4434598	9606.ENSP00000298552	9606.ENSP00000258091	0	0	0	0	0.049	0.074	0.900	0	0.904
TNRC6A	EP300	4446455	4435224	9606.ENSP00000379144	9606.ENSP00000263253	0	0	0	0	0.064	0	0.900	0.058	0.904
AGA	SDCBP	4435453	4434752	9606.ENSP00000264595	9606.ENSP00000260130	0	0	0	0	0.064	0	0.900	0.064	0.904
PSMD1	SDCBP	4438504	4434752	9606.ENSP00000309474	9606.ENSP00000260130	0	0	0	0	0	0	0.900	0.080	0.904
COPZ1	KIF16B	4450281	4447080	9606.ENSP00000449270	9606.ENSP00000384164	0	0	0	0	0	0	0.900	0.081	0.904
USO1	SPTBN1	4450134	4441904	9606.ENSP00000444850	9606.ENSP00000349259	0	0	0	0	0.062	0	0.900	0.063	0.904
JUN	UTRN	4443699	4442906	9606.ENSP00000360266	9606.ENSP00000356515	0	0	0	0	0	0	0.900	0.082	0.904
POLR2A	GTF3A	4451459	4445505	9606.ENSP00000480158	9606.ENSP00000370532	0	0	0	0	0	0.058	0.900	0.063	0.904
CDKN2A	TNRC6A	4448997	4446455	9606.ENSP00000418915	9606.ENSP00000379144	0	0	0	0	0	0	0.900	0.082	0.904
COL4A2	LEPREL1	4442382	4439088	9606.ENSP00000353654	9606.ENSP00000316881	0	0	0	0	0.062	0	0.900	0.060	0.904
TMBIM1	CMTM6	4448525	4432815	9606.ENSP00000409738	9606.ENSP00000205636	0	0	0	0	0.063	0	0.900	0.058	0.904
NCOA3	USF1	4443859	4443013	9606.ENSP00000361066	9606.ENSP00000357000	0	0	0	0	0	0	0.900	0.087	0.904
GATAD2B	TP53	4443143	4435880	9606.ENSP00000357644	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0.073	0.903
STON1	TRIP10	4447142	4439334	9606.ENSP00000384615	9606.ENSP00000320117	0	0	0	0	0.063	0	0.900	0.054	0.903
FCHO2	STON1	4447813	4447142	9606.ENSP00000393776	9606.ENSP00000384615	0	0	0	0	0.053	0	0.900	0.059	0.903
B2M	PAG1	4450405	4433123	9606.ENSP00000452780	9606.ENSP00000220597	0	0	0	0	0.065	0	0.900	0.055	0.903
JUN	RNF2	4443699	4442902	9606.ENSP00000360266	9606.ENSP00000356480	0	0	0	0	0	0	0.900	0.073	0.903
NCOA3	JUN	4443859	4443699	9606.ENSP00000361066	9606.ENSP00000360266	0	0	0	0	0	0.305	0.800	0.363	0.903
BRD7	ING5	4446305	4439496	9606.ENSP00000378181	9606.ENSP00000322142	0	0	0	0	0.064	0	0.900	0.050	0.903
OSCAR	B2M	4451354	4450405	9606.ENSP00000479089	9606.ENSP00000452780	0	0	0	0	0.070	0	0.900	0.041	0.903
GNB1	GRB2	4451621	4446042	9606.ENSP00000481878	9606.ENSP00000376345	0	0	0	0	0.064	0	0.900	0.052	0.903
PSMB3	PTEN	4451799	4443848	9606.ENSP00000483688	9606.ENSP00000361021	0	0	0	0	0	0.053	0.900	0.065	0.903
THOC3	NUPL2	4435558	4434651	9606.ENSP00000265097	9606.ENSP00000258742	0	0	0	0	0.045	0	0.900	0.074	0.903
CCT2	SDCBP	4437556	4434752	9606.ENSP00000299300	9606.ENSP00000260130	0	0	0	0	0.062	0.050	0.900	0	0.903
RIC1	CHML	4448842	4442691	9606.ENSP00000416696	9606.ENSP00000355511	0	0	0	0	0.062	0	0.900	0.049	0.903
POLR2H	ESR1	4448791	4448358	9606.ENSP00000415536	9606.ENSP00000405330	0	0	0	0	0	0.046	0.900	0.073	0.903
RNASET2	SDCBP	4449364	4434752	9606.ENSP00000426455	9606.ENSP00000260130	0	0	0	0	0.061	0.057	0.900	0	0.903
PIK3R1	IL4R	4449428	4446450	9606.ENSP00000428056	9606.ENSP00000379111	0	0	0	0	0	0	0.900	0.074	0.903
TNRC6A	JUN	4446455	4443699	9606.ENSP00000379144	9606.ENSP00000360266	0	0	0	0	0	0	0.900	0.070	0.903
COPZ1	COG5	4450281	4437367	9606.ENSP00000449270	9606.ENSP00000297135	0	0	0	0	0.075	0	0.900	0	0.903
MGAM	ANO6	4450229	4448504	9606.ENSP00000447378	9606.ENSP00000409126	0	0	0	0	0	0	0.900	0.073	0.903
HGS	PACSIN2	4440236	4435223	9606.ENSP00000331201	9606.ENSP00000263246	0	0	0	0	0	0	0.900	0.071	0.903
PSMB3	CTNNB1	4451799	4441426	9606.ENSP00000483688	9606.ENSP00000344456	0	0	0	0	0.053	0.052	0.900	0.056	0.903
TMSB4X	VWF	4445428	4434871	9606.ENSP00000370010	9606.ENSP00000261405	0	0	0	0	0	0	0.900	0.073	0.903
RAB5C	ITSN1	4450219	4445530	9606.ENSP00000447053	9606.ENSP00000370719	0	0	0	0	0	0	0.900	0.079	0.903
PTEN	PSMC5	4443848	4438605	9606.ENSP00000361021	9606.ENSP00000310572	0	0	0	0	0.063	0.050	0.900	0.044	0.903
RAB5C	TRIP10	4450219	4439334	9606.ENSP00000447053	9606.ENSP00000320117	0	0	0	0	0.054	0	0.900	0.062	0.903
TMBIM1	PLD1	4448525	4441280	9606.ENSP00000409738	9606.ENSP00000342793	0.044	0	0	0	0.065	0	0.900	0.050	0.903
PIK3R1	STAT6	4449428	4437641	9606.ENSP00000428056	9606.ENSP00000300134	0	0	0	0	0	0	0.900	0.073	0.903
TFIP11	PCBP1	4447119	4438137	9606.ENSP00000384421	9606.ENSP00000305556	0	0	0	0	0.073	0	0.900	0	0.903
NDE1	WAPAL	4446534	4437519	9606.ENSP00000379643	9606.ENSP00000298767	0	0	0	0	0.069	0	0.900	0	0.903
CEP162	PCM1	4447213	4439896	9606.ENSP00000385215	9606.ENSP00000327077	0	0	0	0	0.079	0.041	0.900	0	0.903
ZBTB16	TRIM11	4440846	4436592	9606.ENSP00000338157	9606.ENSP00000284551	0	0	0	0	0.055	0.064	0.900	0	0.903
AP1G1	BLOC1S6	4446158	4433120	9606.ENSP00000377148	9606.ENSP00000220531	0	0	0	0	0.062	0	0.900	0.053	0.903
WWP1	RBBP6	4449416	4439156	9606.ENSP00000427793	9606.ENSP00000317872	0	0	0	0	0.061	0	0.900	0.057	0.903
WWP1	ZBTB16	4449416	4440846	9606.ENSP00000427793	9606.ENSP00000338157	0	0	0	0	0.050	0.068	0.900	0	0.903
CNTRL	DYNC1H1	4444274	4441877	9606.ENSP00000362962	9606.ENSP00000348965	0	0	0	0	0	0.078	0.900	0	0.903
RAB5C	ITSN2	4450219	4441704	9606.ENSP00000447053	9606.ENSP00000347244	0	0	0	0	0	0	0.900	0.079	0.903
RNASET2	AGA	4449364	4435453	9606.ENSP00000426455	9606.ENSP00000264595	0	0	0	0	0.071	0	0.900	0	0.903
POLR2A	RBFOX2	4451459	4448673	9606.ENSP00000480158	9606.ENSP00000413035	0	0	0	0	0	0	0.900	0.077	0.903
PTPN1	VWF	4443784	4434871	9606.ENSP00000360683	9606.ENSP00000261405	0	0	0	0	0	0	0.900	0.077	0.903
NDE1	CNTRL	4446534	4444274	9606.ENSP00000379643	9606.ENSP00000362962	0	0	0	0	0	0	0.900	0.069	0.903
HDAC1	HINT1	4444211	4438030	9606.ENSP00000362649	9606.ENSP00000304229	0.044	0	0	0	0	0	0.900	0.073	0.903
CCT8	STAT3	4436697	4435468	9606.ENSP00000286788	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.069	0.903
SEC31A	HLA-F	4446393	4434738	9606.ENSP00000378721	9606.ENSP00000259951	0	0	0	0	0	0	0.900	0.072	0.903
TEK	NFKB1	4445310	4433374	9606.ENSP00000369375	9606.ENSP00000226574	0	0	0	0	0	0.050	0.900	0.070	0.903
GNB1	CCT7	4451621	4434598	9606.ENSP00000481878	9606.ENSP00000258091	0	0	0	0	0.063	0.050	0.900	0.043	0.903
B2M	ACAA1	4450405	4440473	9606.ENSP00000452780	9606.ENSP00000333664	0	0	0	0	0.061	0	0.900	0.058	0.903
PA2G4	AGA	4437907	4435453	9606.ENSP00000302886	9606.ENSP00000264595	0.077	0	0	0	0	0	0.900	0	0.903
NCOA1	MED21	4447214	4436513	9606.ENSP00000385216	9606.ENSP00000282892	0	0	0	0	0	0	0.900	0.073	0.903
TGFBR2	PPP1R15A	4442197	4432779	9606.ENSP00000351905	9606.ENSP00000200453	0	0	0	0	0.065	0	0.900	0.050	0.903
PTEN	PSMB4	4443848	4436872	9606.ENSP00000361021	9606.ENSP00000290541	0	0	0	0	0.062	0	0.900	0.055	0.903
NCOA3	SMC3	4443859	4442527	9606.ENSP00000361066	9606.ENSP00000354720	0	0	0	0	0.049	0	0.900	0.064	0.903
HLA-E	XAF1	4444757	4442548	9606.ENSP00000365817	9606.ENSP00000354822	0	0	0	0	0.076	0	0.900	0	0.903
STON1	PACSIN2	4447142	4435223	9606.ENSP00000384615	9606.ENSP00000263246	0	0	0	0	0.053	0	0.900	0.058	0.903
GNB1	CCT2	4451621	4437556	9606.ENSP00000481878	9606.ENSP00000299300	0	0	0	0	0.063	0.050	0.900	0.043	0.903
EDC4	XRN1	4442191	4435521	9606.ENSP00000351811	9606.ENSP00000264951	0	0	0	0	0.087	0.196	0	0.879	0.903
YBX1	PPWD1	4443961	4434853	9606.ENSP00000361626	9606.ENSP00000261308	0	0	0	0	0.069	0	0.900	0	0.903
MGAM	PTPRB	4450229	4440613	9606.ENSP00000447378	9606.ENSP00000334928	0	0	0	0	0.061	0	0.900	0.057	0.903
PIK3R1	ZYX	4449428	4439687	9606.ENSP00000428056	9606.ENSP00000324422	0	0	0	0	0	0.070	0.900	0.050	0.903
GATAD2B	EP300	4443143	4435224	9606.ENSP00000357644	9606.ENSP00000263253	0	0	0	0	0.061	0	0.900	0.057	0.903
GIT2	LAMA5	4441723	4434270	9606.ENSP00000347464	9606.ENSP00000252999	0	0	0	0	0.070	0	0.900	0	0.903
GNB1	ANXA1	4451621	4444796	9606.ENSP00000481878	9606.ENSP00000366109	0	0	0	0	0.062	0	0.900	0.050	0.903
NDE1	PDS5B	4446534	4438887	9606.ENSP00000379643	9606.ENSP00000313851	0	0	0	0	0.071	0	0.900	0	0.903
RNF2	TAF7	4442902	4438816	9606.ENSP00000356480	9606.ENSP00000312709	0	0	0	0	0.078	0	0.900	0	0.903
DYNC1H1	SDCBP	4441877	4434752	9606.ENSP00000348965	9606.ENSP00000260130	0	0	0	0	0	0	0.900	0.075	0.903
CAP1	PA2G4	4444027	4437907	9606.ENSP00000361883	9606.ENSP00000302886	0	0	0	0	0.061	0	0.900	0	0.902
SFI1	CDK5RAP2	4446992	4441367	9606.ENSP00000383145	9606.ENSP00000343818	0	0	0	0	0.062	0	0.900	0	0.902
MORF4L1	HINT1	4440248	4438030	9606.ENSP00000331310	9606.ENSP00000304229	0	0	0	0	0.065	0	0.900	0	0.902
ANXA2	PSMD1	4441580	4438504	9606.ENSP00000346032	9606.ENSP00000309474	0	0	0	0	0	0	0.900	0.069	0.902
CASP8AP2	PHC1	4451273	4449958	9606.ENSP00000478179	9606.ENSP00000440674	0	0	0	0	0.061	0	0.900	0	0.902
CAP1	CCT2	4444027	4437556	9606.ENSP00000361883	9606.ENSP00000299300	0	0	0	0	0.062	0	0.900	0	0.902
RNF111	KLHL5	4450438	4449268	9606.ENSP00000453872	9606.ENSP00000423897	0	0	0	0	0.067	0	0.900	0	0.902
CAP1	DYNC1H1	4444027	4441877	9606.ENSP00000361883	9606.ENSP00000348965	0	0	0	0	0.062	0	0.900	0	0.902
CEP63	RAB11A	4440709	4434975	9606.ENSP00000336524	9606.ENSP00000261890	0	0	0	0	0	0	0.900	0.063	0.902
CAP1	GRN	4444027	4432632	9606.ENSP00000361883	9606.ENSP00000053867	0	0	0	0	0.069	0	0.900	0	0.902
SCAMP1	TMBIM1	4451552	4448525	9606.ENSP00000481022	9606.ENSP00000409738	0	0	0	0	0.061	0	0.900	0	0.902
RGP1	COG5	4445001	4437367	9606.ENSP00000367318	9606.ENSP00000297135	0	0	0	0	0.064	0	0.900	0	0.902
POLR2H	CCAR1	4448791	4435657	9606.ENSP00000415536	9606.ENSP00000265872	0	0	0	0	0.061	0	0.900	0	0.902
PCBP1	CCAR1	4438137	4435657	9606.ENSP00000305556	9606.ENSP00000265872	0	0	0	0	0.048	0	0.900	0.054	0.902
POLR2H	TAF7	4448791	4438816	9606.ENSP00000415536	9606.ENSP00000312709	0	0	0	0	0.061	0	0.900	0	0.902
HSPD1	ST13	4445814	4432930	9606.ENSP00000373620	9606.ENSP00000216218	0	0	0	0	0.800	0	0	0.532	0.902
PDIA6	FBN1	4447225	4439770	9606.ENSP00000385385	9606.ENSP00000325527	0	0	0	0	0	0	0.900	0.062	0.902
DYNC1H1	COPB1	4441877	4434113	9606.ENSP00000348965	9606.ENSP00000249923	0	0	0	0	0.068	0	0.900	0	0.902
PTEN	TMEM55A	4443848	4436634	9606.ENSP00000361021	9606.ENSP00000285419	0	0	0	0	0.061	0	0.900	0	0.902
EIF2A	TGFBR2	4448881	4442197	9606.ENSP00000417229	9606.ENSP00000351905	0	0	0	0	0	0.069	0.900	0	0.902
PAPSS1	RAP1B	4435571	4434137	9606.ENSP00000265174	9606.ENSP00000250559	0	0	0	0	0.051	0	0.900	0.058	0.902
KIFAP3	CAPZA1	4442491	4435205	9606.ENSP00000354560	9606.ENSP00000263168	0	0	0	0	0.061	0	0.900	0	0.902
TMSB4X	PDGFB	4445428	4440178	9606.ENSP00000370010	9606.ENSP00000330382	0	0	0	0	0	0	0.900	0.061	0.902
CAP1	CCT8	4444027	4436697	9606.ENSP00000361883	9606.ENSP00000286788	0	0	0	0	0.061	0	0.900	0	0.902
TMBIM1	ANO6	4448525	4448504	9606.ENSP00000409738	9606.ENSP00000409126	0	0	0	0	0.061	0	0.900	0	0.902
KLHL5	RBBP6	4449268	4439156	9606.ENSP00000423897	9606.ENSP00000317872	0	0	0	0	0.062	0	0.900	0	0.902
ANXA1	HEBP1	4444796	4432597	9606.ENSP00000366109	9606.ENSP00000014930	0	0	0	0	0	0	0.900	0.064	0.902
TMBIM1	PTPRB	4448525	4440613	9606.ENSP00000409738	9606.ENSP00000334928	0	0	0	0	0.061	0	0.900	0	0.902
POLR2H	CSTF2T	4448791	4440358	9606.ENSP00000415536	9606.ENSP00000332444	0	0	0	0	0.064	0	0.900	0	0.902
CTNNB1	PSMD1	4441426	4438504	9606.ENSP00000344456	9606.ENSP00000309474	0	0	0	0	0.067	0	0.900	0	0.902
DNM2	CD74	4445839	4432583	9606.ENSP00000373905	9606.ENSP00000009530	0	0	0	0	0	0	0.900	0.062	0.902
TRAF7	RBBP6	4439240	4439156	9606.ENSP00000318944	9606.ENSP00000317872	0	0	0	0	0.064	0	0.900	0	0.902
DYNC1H1	WAPAL	4441877	4437519	9606.ENSP00000348965	9606.ENSP00000298767	0	0	0	0	0.061	0	0.900	0	0.902
CCT8	AGA	4436697	4435453	9606.ENSP00000286788	9606.ENSP00000264595	0	0	0	0	0.062	0	0.900	0	0.902
RNF41	ZBTB16	4441277	4440846	9606.ENSP00000342755	9606.ENSP00000338157	0	0	0	0	0	0.068	0.900	0	0.902
SNRNP70	CSTF2T	4451051	4440358	9606.ENSP00000472998	9606.ENSP00000332444	0	0	0	0.578	0.063	0	0.900	0.042	0.902
POLR2H	TIA1	4448791	4448170	9606.ENSP00000415536	9606.ENSP00000401371	0	0	0	0	0.063	0	0.900	0	0.902
RNASET2	CCT2	4449364	4437556	9606.ENSP00000426455	9606.ENSP00000299300	0	0	0	0	0.061	0	0.900	0	0.902
RBBP6	TRIM11	4439156	4436592	9606.ENSP00000317872	9606.ENSP00000284551	0	0	0	0	0.062	0	0.900	0	0.902
DENND4A	CHML	4447681	4442691	9606.ENSP00000391167	9606.ENSP00000355511	0	0	0	0	0.061	0	0.900	0	0.902
ROBO2	LDB1	4448890	4447751	9606.ENSP00000417335	9606.ENSP00000392466	0	0	0	0	0.064	0	0.900	0	0.902
PSAP	HEBP1	4446348	4432597	9606.ENSP00000378394	9606.ENSP00000014930	0	0	0	0	0.061	0	0.900	0	0.902
STAT4	LMNB1	4446006	4434861	9606.ENSP00000376134	9606.ENSP00000261366	0	0	0	0	0	0	0.900	0.062	0.902
GDI2	GRN	4445338	4432632	9606.ENSP00000369538	9606.ENSP00000053867	0	0	0	0	0	0	0.900	0.069	0.902
RPRD1A	SNAPC3	4446881	4445456	9606.ENSP00000381984	9606.ENSP00000370200	0	0	0	0	0.062	0	0.900	0	0.902
GDI2	TRAPPC8	4445338	4436541	9606.ENSP00000369538	9606.ENSP00000283351	0	0	0	0	0.063	0	0.900	0	0.902
TNFRSF1B	PSMC5	4444700	4438605	9606.ENSP00000365435	9606.ENSP00000310572	0	0	0	0	0	0	0.900	0.068	0.902
PLD1	PTPRB	4441280	4440613	9606.ENSP00000342793	9606.ENSP00000334928	0	0	0	0	0.061	0	0.900	0	0.902
EIF2A	STAT1	4448881	4442456	9606.ENSP00000417229	9606.ENSP00000354394	0	0	0	0	0.042	0	0.900	0.066	0.902
GDI2	AGA	4445338	4435453	9606.ENSP00000369538	9606.ENSP00000264595	0	0	0	0	0.061	0	0.900	0	0.902
PLD1	SLC2A3	4441280	4432652	9606.ENSP00000342793	9606.ENSP00000075120	0	0	0	0	0	0	0.900	0.064	0.902
COPZ1	DYNC1H1	4450281	4441877	9606.ENSP00000449270	9606.ENSP00000348965	0	0	0	0	0.042	0	0.900	0.064	0.902
MSL2	BRD8	4438730	4434394	9606.ENSP00000311827	9606.ENSP00000254900	0	0	0	0	0.062	0	0.900	0	0.902
SDCCAG8	SCLT1	4442687	4436413	9606.ENSP00000355499	9606.ENSP00000281142	0	0	0	0	0.062	0	0.900	0	0.902
HLA-DPB1	PAG1	4448476	4433123	9606.ENSP00000408146	9606.ENSP00000220597	0	0	0	0	0.062	0	0.900	0	0.902
PSMD4	UFD1L	4443212	4435212	9606.ENSP00000357879	9606.ENSP00000263202	0	0	0	0	0.647	0	0	0.734	0.902
TNRC6A	MDM2	4446455	4434604	9606.ENSP00000379144	9606.ENSP00000258149	0	0	0	0	0	0	0.900	0.063	0.902
HNRNPF	SLU7	4448121	4437371	9606.ENSP00000400433	9606.ENSP00000297151	0	0	0	0	0	0	0.900	0.064	0.902
TRIM14	HLA-F	4441399	4434738	9606.ENSP00000344208	9606.ENSP00000259951	0	0	0	0	0.064	0	0.900	0	0.902
SEPT7	CAPZA1	4446882	4435205	9606.ENSP00000381992	9606.ENSP00000263168	0	0	0	0	0.899	0	0	0.065	0.902
USO1	CAPZA1	4450134	4435205	9606.ENSP00000444850	9606.ENSP00000263168	0	0	0	0	0.068	0	0.900	0	0.902
HAUS6	RAB11A	4445405	4434975	9606.ENSP00000369871	9606.ENSP00000261890	0	0	0	0	0.061	0	0.900	0	0.902
PSMD1	SPOPL	4438504	4436359	9606.ENSP00000309474	9606.ENSP00000280098	0	0	0	0	0.061	0	0.900	0	0.902
SPOPL	PSMD7	4436359	4433080	9606.ENSP00000280098	9606.ENSP00000219313	0	0	0	0	0.050	0	0.900	0.056	0.902
POLH	UFD1L	4443904	4435212	9606.ENSP00000361310	9606.ENSP00000263202	0	0	0	0	0.062	0	0.900	0	0.902
COG4	CAPZA1	4439024	4435205	9606.ENSP00000315775	9606.ENSP00000263168	0	0	0	0	0.060	0	0.900	0	0.902
POLR2A	ICE1	4451459	4437306	9606.ENSP00000480158	9606.ENSP00000296564	0	0	0	0	0.062	0	0.900	0	0.902
PTBP1	KHDRBS1	4441922	4438885	9606.ENSP00000349428	9606.ENSP00000313829	0	0	0	0	0.741	0.178	0	0.576	0.902
GOLM1	FBN1	4445788	4439770	9606.ENSP00000373364	9606.ENSP00000325527	0	0	0	0	0.062	0	0.900	0	0.902
B2M	TRIM14	4450405	4441399	9606.ENSP00000452780	9606.ENSP00000344208	0	0	0	0	0.063	0	0.900	0	0.902
CTNNB1	GNA12	4441426	4436183	9606.ENSP00000344456	9606.ENSP00000275364	0	0	0	0	0.053	0	0.900	0.052	0.902
PNPLA2	IGFBP7	4440813	4437173	9606.ENSP00000337701	9606.ENSP00000295666	0	0	0	0	0.057	0	0.900	0.050	0.902
TRAF7	TRIM11	4439240	4436592	9606.ENSP00000318944	9606.ENSP00000284551	0	0	0	0	0.062	0	0.900	0	0.902
SNAPC3	ICE1	4445456	4437306	9606.ENSP00000370200	9606.ENSP00000296564	0	0	0	0	0.061	0	0.900	0	0.902
YBX1	CCAR1	4443961	4435657	9606.ENSP00000361626	9606.ENSP00000265872	0	0	0	0	0.061	0	0.900	0	0.902
OSCAR	NFKB1	4451354	4433374	9606.ENSP00000479089	9606.ENSP00000226574	0	0	0	0	0.062	0	0.900	0	0.902
PSMB4	SPOPL	4436872	4436359	9606.ENSP00000290541	9606.ENSP00000280098	0	0	0	0	0.061	0	0.900	0	0.902
SCAMP1	MOSPD2	4451552	4445402	9606.ENSP00000481022	9606.ENSP00000369860	0	0	0	0	0.063	0	0.900	0	0.902
GDI2	RGP1	4445338	4445001	9606.ENSP00000369538	9606.ENSP00000367318	0	0	0	0	0.049	0	0.900	0.055	0.902
ITGAX	ANO6	4450468	4448504	9606.ENSP00000454623	9606.ENSP00000409126	0	0	0	0	0.061	0	0.900	0	0.902
TNFRSF1B	CMTM6	4444700	4432815	9606.ENSP00000365435	9606.ENSP00000205636	0	0	0	0	0.062	0	0.900	0	0.902
HNRNPDL	STAT4	4451754	4446006	9606.ENSP00000483254	9606.ENSP00000376134	0	0	0	0	0.061	0	0.900	0.045	0.902
SPTBN1	COPB2	4441904	4440101	9606.ENSP00000349259	9606.ENSP00000329419	0	0	0	0	0	0	0.900	0.063	0.902
NDE1	HAUS6	4446534	4445405	9606.ENSP00000379643	9606.ENSP00000369871	0	0	0	0	0.064	0	0.900	0	0.902
CSTF2T	CCAR1	4440358	4435657	9606.ENSP00000332444	9606.ENSP00000265872	0	0	0	0	0.062	0	0.900	0.043	0.902
SEC22B	KIF16B	4450710	4447080	9606.ENSP00000463393	9606.ENSP00000384164	0	0	0	0	0	0.050	0.900	0.056	0.902
SLIT2	LDB1	4449223	4447751	9606.ENSP00000422591	9606.ENSP00000392466	0	0	0	0	0	0	0.900	0.065	0.902
HLA-B	XAF1	4448060	4442548	9606.ENSP00000399168	9606.ENSP00000354822	0	0	0	0	0.065	0	0.900	0.041	0.902
POLR2H	RBFOX2	4448791	4448673	9606.ENSP00000415536	9606.ENSP00000413035	0	0	0	0	0.062	0	0.900	0	0.902
JUN	GATAD2B	4443699	4443143	9606.ENSP00000360266	9606.ENSP00000357644	0	0	0	0	0	0.064	0.900	0	0.902
CCT2	AGA	4437556	4435453	9606.ENSP00000299300	9606.ENSP00000264595	0	0	0	0	0.062	0	0.900	0	0.902
HMOX2	TMBIM1	4451218	4448525	9606.ENSP00000477572	9606.ENSP00000409738	0	0	0	0	0.063	0	0.900	0	0.902
POLR2A	SLU7	4451459	4437371	9606.ENSP00000480158	9606.ENSP00000297151	0	0	0	0	0.063	0	0.900	0	0.902
HLA-B	TRIM14	4448060	4441399	9606.ENSP00000399168	9606.ENSP00000344208	0	0	0	0	0.063	0	0.900	0	0.902
CSTF2T	PPWD1	4440358	4434853	9606.ENSP00000332444	9606.ENSP00000261308	0	0	0	0	0.062	0	0.900	0	0.902
PDIA6	PNPLA2	4447225	4440813	9606.ENSP00000385385	9606.ENSP00000337701	0	0	0	0	0.062	0	0.900	0	0.902
TNRC6A	HDAC1	4446455	4444211	9606.ENSP00000379144	9606.ENSP00000362649	0	0	0	0	0	0	0.900	0.064	0.902
STAT4	HNRNPA2B1	4446006	4441649	9606.ENSP00000376134	9606.ENSP00000346694	0	0	0	0	0.061	0	0.900	0.048	0.902
POLR2H	SLU7	4448791	4437371	9606.ENSP00000415536	9606.ENSP00000297151	0	0	0	0	0.063	0	0.900	0	0.902
COG5	CAPZA1	4437367	4435205	9606.ENSP00000297135	9606.ENSP00000263168	0	0	0	0	0.061	0	0.900	0	0.902
ANXA1	GPR65	4444796	4435771	9606.ENSP00000366109	9606.ENSP00000267549	0	0	0	0	0.062	0	0.900	0	0.902
CTNNB1	PSMB4	4441426	4436872	9606.ENSP00000344456	9606.ENSP00000290541	0	0	0	0	0.061	0	0.900	0.044	0.902
HLA-E	TRIM14	4444757	4441399	9606.ENSP00000365817	9606.ENSP00000344208	0	0	0	0	0.065	0	0.900	0	0.902
CEP162	CNTRL	4447213	4444274	9606.ENSP00000385215	9606.ENSP00000362962	0	0	0	0	0.062	0.042	0.900	0	0.902
IFI27	HLA-E	4451772	4444757	9606.ENSP00000483430	9606.ENSP00000365817	0	0	0	0	0.069	0	0.900	0	0.902
CAPZA1	COG3	4435205	4434646	9606.ENSP00000263168	9606.ENSP00000258654	0	0	0	0	0.064	0	0.900	0	0.902
GDI2	SDCBP	4445338	4434752	9606.ENSP00000369538	9606.ENSP00000260130	0	0	0	0	0.064	0	0.900	0	0.902
ANO6	TNFRSF1B	4448504	4444700	9606.ENSP00000409126	9606.ENSP00000365435	0	0	0	0	0.061	0	0.900	0	0.902
FCHO2	IGF2R	4447813	4441925	9606.ENSP00000393776	9606.ENSP00000349437	0	0	0	0	0	0	0.900	0.064	0.902
SCAMP1	ANO6	4451552	4448504	9606.ENSP00000481022	9606.ENSP00000409126	0	0	0	0	0.061	0	0.900	0	0.902
PDGFB	SRGN	4440178	4433821	9606.ENSP00000330382	9606.ENSP00000242465	0	0	0	0	0	0	0.900	0.069	0.902
CTNNB1	PSMD7	4441426	4433080	9606.ENSP00000344456	9606.ENSP00000219313	0	0	0	0	0.049	0	0.900	0.060	0.902
HAUS6	SDCCAG8	4445405	4442687	9606.ENSP00000369871	9606.ENSP00000355499	0	0	0	0	0.061	0	0.900	0	0.902
HLA-B	SEC31A	4448060	4446393	9606.ENSP00000399168	9606.ENSP00000378721	0	0	0	0	0	0	0.900	0.064	0.902
HMOX2	PLD1	4451218	4441280	9606.ENSP00000477572	9606.ENSP00000342793	0	0	0	0	0	0	0.900	0.062	0.902
RNF41	TRAF7	4441277	4439240	9606.ENSP00000342755	9606.ENSP00000318944	0	0	0	0	0.055	0	0.900	0.053	0.902
ANXA2	AGA	4441580	4435453	9606.ENSP00000346032	9606.ENSP00000264595	0	0	0	0	0.061	0	0.900	0.047	0.902
PSAP	RAP1B	4446348	4434137	9606.ENSP00000378394	9606.ENSP00000250559	0	0	0	0	0.062	0	0.900	0.043	0.902
RNASET2	ANXA2	4449364	4441580	9606.ENSP00000426455	9606.ENSP00000346032	0	0	0	0	0.061	0	0.900	0.049	0.902
POLR2H	TFIP11	4448791	4447119	9606.ENSP00000415536	9606.ENSP00000384421	0	0	0	0	0.055	0	0.900	0	0.901
DYNC1H1	FKBP4	4441877	4432546	9606.ENSP00000348965	9606.ENSP00000001008	0	0	0	0	0	0	0.900	0.055	0.901
MED21	NCOR1	4436513	4435844	9606.ENSP00000282892	9606.ENSP00000268712	0	0	0	0	0	0	0.900	0.054	0.901
C4A	GOLM1	4447940	4445788	9606.ENSP00000396688	9606.ENSP00000373364	0	0	0	0	0	0	0.900	0.053	0.901
